OrderDate;ReturnDate;SalesOrderNumber;CustomerKey;Customer;BusinessType;Continent;CountryName;StateCode;StateName;CityName;ProductKey;ProductName;SubcategoryName;ProductSize;ProductDetail;CategoryName;ReturnQuantity;UnitPrice;ReturnAmount
31/03/2011;10/04/2011;SO44286;511;Happy Department;Warehouse;North America;United States;CA;California;San Mateo;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;2;419.459;838.918
31/03/2011;13/04/2011;SO44286;511;Happy Department;Warehouse;North America;United States;CA;California;San Mateo;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;1;419.459;419.459
31/03/2011;07/04/2011;SO44286;511;Happy Department;Warehouse;North America;United States;CA;California;San Mateo;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;2;419.459;838.918
31/03/2011;21/04/2011;SO44300;480;Helios Fitness Centre;Gym;North America;Canada;ON;Ontario;Mississauga;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;2;28.84;57.681
31/03/2011;16/04/2011;SO44288;514;Helios Warehouse;Warehouse;North America;Canada;BC;British Columbia;Richmond;316;Hydrolyzed Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;3;874.794;2624.382
31/03/2011;08/04/2011;SO44288;514;Helios Warehouse;Warehouse;North America;Canada;BC;British Columbia;Richmond;212;Opti-Women Multivitamin;Vitamins;60 Capsules;NA;Vitamins;3;20.187;60.56
31/03/2011;14/04/2011;SO44314;166;Mindful Department;Warehouse;North America;United States;TX;Texas;Garland;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;3;419.459;1258.377
31/03/2011;20/04/2011;SO44309;549;Monster Potential;Supplement Store;North America;United States;FL;Florida;Clearwater;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;3;419.459;1258.377
31/03/2011;15/04/2011;SO44293;618;Nutrition A+;Supplement Store;North America;United States;NH;New Hampshire;Plaistow;336;100% Egg Protein;Egg Protein;2lbs;Vanilla;Protein;4;419.459;1677.836
31/03/2011;07/04/2011;SO44285;397;Nutrition Macho;Supplement Store;North America;United States;WA;Washington;Seattle;351;Isolate Whey Protein;Whey Protein;5lbs;Cookies;Protein;2;2024.994;4049.988
31/03/2011;13/04/2011;SO44305;676;Supplements Gun;Supplement Store;North America;United States;GA;Georgia;Austell;296;STEAK in Powder;Beef Protein;4lbs;Vanilla;Protein;2;714.704;1429.409
31/03/2011;16/04/2011;SO44296;670;Supplements League;Supplement Store;North America;United States;MO;Missouri;Odessa;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;2;419.459;838.918
31/03/2011;17/04/2011;SO44296;670;Supplements League;Supplement Store;North America;United States;MO;Missouri;Odessa;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;1;419.459;419.459
31/03/2011;14/04/2011;SO44296;670;Supplements League;Supplement Store;North America;United States;MO;Missouri;Odessa;340;100% Egg Protein;Egg Protein;2lbs;Caramel Ice Cream;Protein;2;419.459;838.918
31/03/2011;21/04/2011;SO44296;670;Supplements League;Supplement Store;North America;United States;MO;Missouri;Odessa;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;1;419.459;419.459
31/03/2011;18/04/2011;SO44296;670;Supplements League;Supplement Store;North America;United States;MO;Missouri;Odessa;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;2;419.459;838.918
31/03/2011;17/04/2011;SO44296;670;Supplements League;Supplement Store;North America;United States;MO;Missouri;Odessa;336;100% Egg Protein;Egg Protein;2lbs;Vanilla;Protein;1;419.459;419.459
31/03/2011;15/04/2011;SO44296;670;Supplements League;Supplement Store;North America;United States;MO;Missouri;Odessa;285;TrueFit Grass-Fed Protein;Meal Replacement;2lbs;Natural;Carbs;1;178.581;178.581
31/03/2011;09/04/2011;SO44298;679;Supplements Micro;Supplement Store;North America;Canada;QC;Quebec;Montreal;235;Long-Sleeve Logo Jersey;Jerseys;XL;Red;Clothing;4;28.84;115.362
01/05/2011;21/05/2011;SO44516;74;Art of Wellness;Gym;North America;United States;OR;Oregon;Portland;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;1;419.459;419.459
01/05/2011;18/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;219;Gym Sports Socks;Socks;L;Black;Clothing;3;5.7;17.1
01/05/2011;21/05/2011;SO44545;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;1;419.459;419.459
01/05/2011;12/05/2011;SO44500;259;Catalyst Fitness;Gym;North America;United States;CA;California;Simi Valley;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;2;419.459;838.918
01/05/2011;12/05/2011;SO44520;78;Circulate Store;Warehouse;North America;United States;CA;California;Ontario;220;Platinum Multivitamin For Her;Vitamins;90 Tablets;NA;Vitamins;4;20.187;80.746
01/05/2011;13/05/2011;SO44526;336;Departpad;Warehouse;North America;Canada;QC;Quebec;Montreal;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;1;419.459;419.459
01/05/2011;11/05/2011;SO44526;336;Departpad;Warehouse;North America;Canada;QC;Quebec;Montreal;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;1;419.459;419.459
