1153,1,Baked Goods & Mixes,9.2,80,736,70.656
1164,7,Dairy Products,34.8,30,1044,109.62
1180,9,Candy,12.75,92,1173,116.127
1194,7,Sauces,40,91,3640,360.36
1195,10,Baked Goods & Mixes,9.2,36,331.2,34.4448
1206,3,Dairy Products,34.8,27,939.6,89.262
1223,10,Candy,12.75,57,726.75,69.768
1239,6,Sauces,40,78,3120,318.24
1240,9,Baked Goods & Mixes,9.2,54,496.8,49.1832
1261,12,Sauces,40,48,1920,188.16
1262,11,Baked Goods & Mixes,9.2,77,708.4,72.2568
1273,8,Dairy Products,34.8,63,2192.4,230.202
1284,11,Candy,12.75,61,777.75,78.5528
1300,11,Sauces,40,48,1920,188.16
1301,11,Baked Goods & Mixes,9.2,100,920,91.08
1312,1,Dairy Products,34.8,93,3236.4,313.9308
1328,8,Candy,12.75,43,548.25,52.632
1341,11,Sauces,40,28,1120,110.88
1342,3,Baked Goods & Mixes,9.2,19,174.8,17.1304
1353,5,Dairy Products,34.8,24,835.2,80.1792
1375,10,Baked Goods & Mixes,9.2,76,699.2,67.1232
1381,4,Candy,12.75,41,522.75,51.2295
1397,11,Sauces,40,52,2080,203.84
1398,3,Baked Goods & Mixes,9.2,40,368,38.64
1409,5,Dairy Products,34.8,100,3480,344.52
1425,4,Candy,12.75,19,242.25,23.9828
1008,11,Baked Goods & Mixes,9.2,38,349.6,36.0088
1014,9,Candy,12.75,47,599.25,61.7228
1030,7,Sauces,40,32,1280,129.28
1035,11,,,,0,46
1044,6,Candy,12.75,13,165.75,15.7462
1055,2,Sauces,40,85,3400,357
1056,2,Baked Goods & Mixes,9.2,97,892.4,91.0248
1067,1,Dairy Products,34.8,63,2192.4,217.0476
1084,8,Baked Goods & Mixes,9.2,12,110.4,11.3712
1090,7,Candy,12.75,83,1058.25,102.6502
1103,4,Candy,12.75,41,522.75,54.366
1119,10,Sauces,40,73,2920,283.24
1120,7,Baked Goods & Mixes,9.2,51,469.2,44.574
1131,1,Dairy Products,34.8,22,765.6,75.0288
1152,6,Sauces,40,38,1520,148.96
1153,1,Baked Goods & Mixes,9.2,80,736,70.656
1164,6,Dairy Products,34.8,30,1044,109.62
1180,1,Candy,12.75,92,1173,116.127
1194,10,Sauces,40,91,3640,360.36
1195,4,Baked Goods & Mixes,9.2,36,331.2,34.4448
1206,12,Dairy Products,34.8,27,939.6,89.262
1223,8,Candy,12.75,57,726.75,69.768
1239,3,Sauces,40,78,3120,318.24
1240,1,Baked Goods & Mixes,9.2,54,496.8,49.1832
1261,1,Sauces,40,48,1920,188.16
1262,12,Baked Goods & Mixes,9.2,77,708.4,72.2568
1273,7,Dairy Products,34.8,63,2192.4,230.202
1284,12,Candy,12.75,61,777.75,78.5528
1300,3,Sauces,40,48,1920,188.16
1301,11,Baked Goods & Mixes,9.2,100,920,91.08
1312,6,Dairy Products,34.8,93,3236.4,313.9308
1328,9,Candy,12.75,43,548.25,52.632
1341,2,Sauces,40,28,1120,110.88
1342,1,Baked Goods & Mixes,9.2,19,174.8,17.1304
1353,4,Dairy Products,34.8,24,835.2,80.1792
1375,7,Baked Goods & Mixes,9.2,76,699.2,67.1232
1381,1,Candy,12.75,41,522.75,51.2295
1397,9,Sauces,40,52,2080,203.84
1398,3,Baked Goods & Mixes,9.2,40,368,38.64
1409,7,Dairy Products,34.8,100,3480,344.52
1425,2,Candy,12.75,19,242.25,23.9828
1012,8,Sauces,40,32,1280,133.12
1029,11,Beverages,14,71,994,95.424
1033,8,,,,0,43
1043,4,Candy,12.75,71,905.25,91.4303
1048,3,Dried Fruit & Nuts,30,96,2880,296.64
1049,10,Dried Fruit & Nuts,53,16,848,88.192
1054,3,Beverages,14,53,742,71.974
1062,12,Candy,12.75,16,204,20.196
1088,1,Sauces,40,17,680,68.68
1101,11,Sauces,40,63,2520,254.52
1118,11,Beverages,14,84,1176,112.896
1126,5,Candy,12.75,19,242.25,24.4672
1151,12,Beverages,14,65,910,95.55
1159,6,Candy,12.75,44,561,57.222
1179,9,Candy,12.75,96,1224,123.624
1184,6,Dried Fruit & Nuts,30,46,1380,135.24
1185,12,Dried Fruit & Nuts,53,14,742,74.2
1193,11,Beverages,14,84,1176,118.776
1201,7,Candy,12.75,76,969,97.869
1221,1,Candy,12.75,28,357,35.7
1238,6,Beverages,14,52,728,72.8
1246,3,Candy,12.75,72,918,89.046
1260,11,Beverages,14,67,938,98.49
1268,1,Candy,12.75,96,1224,119.952
1282,12,Sauces,40,94,3760,376
1299,11,Beverages,14,98,1372,138.572
1307,12,Candy,12.75,44,561,53.856
1327,12,Candy,12.75,82,1045.5,103.5045
1340,5,Beverages,14,85,1190,120.19
1348,11,Candy,12.75,15,191.25,18.5512
1379,1,Sauces,40,32,1280,134.4
1396,6,Beverages,14,68,952,91.392
1404,11,Candy,12.75,12,153,16.065
1424,8,Candy,12.75,41,522.75,50.7068
1429,12,Dried Fruit & Nuts,30,33,990,95.04
1430,4,Dried Fruit & Nuts,53,34,1802,185.606
1013,10,Beverages,46,55,2530,253
1025,7,Soups,9.65,100,965,93.605
1026,8,Canned Meat,18.4,63,1159.2,114.7608
1034,1,,,,0,31
1041,6,Beverages,46,32,1472,148.672
1046,5,"Jams, Preserves",25,21,525,53.55
1058,4,Oil,21.35,97,2070.95,196.7403
1059,4,Soups,9.65,97,936.05,95.4771
1060,4,Canned Meat,18.4,65,1196,123.188
1080,12,Beverages,46,17,782,80.546
1089,12,Beverages,46,96,4416,463.68
1102,11,Beverages,46,36,1656,165.6
1114,4,Soups,9.65,74,714.1,67.8395
1115,5,Canned Meat,18.4,25,460,46.46
1122,2,Oil,21.35,36,768.6,74.5542
1123,5,Soups,9.65,87,839.55,87.3132
1124,6,Canned Meat,18.4,64,1177.6,115.4048
1147,5,Soups,9.65,60,579,57.321
1148,7,Canned Meat,18.4,98,1803.2,183.9264
1155,8,Oil,21.35,90,1921.5,186.3855
1156,8,Soups,9.65,60,579,59.637
1157,6,Canned Meat,18.4,39,717.6,71.76
1177,7,Beverages,46,74,3404,340.4
1182,11,"Jams, Preserves",25,18,450,42.75
1189,6,Soups,9.65,33,318.45,30.2527
1190,1,Canned Meat,18.4,47,864.8,90.804
1197,7,Oil,21.35,81,1729.35,178.1231
1198,4,Soups,9.65,25,241.25,23.4013
1199,10,Canned Meat,18.4,12,220.8,22.08
1219,2,Beverages,46,24,1104,105.984
1222,10,Beverages,46,28,1288,133.952
1234,1,Soups,9.65,97,936.05,95.4771
1235,4,Canned Meat,18.4,80,1472,150.144
1242,8,Oil,21.35,60,1281,129.381
1243,6,Soups,9.65,19,183.35,17.4183
1244,5,Canned Meat,18.4,66,1214.4,125.0832
1256,4,Soups,9.65,68,656.2,64.3076
1257,11,Canned Meat,18.4,32,588.8,58.88
1264,7,Oil,21.35,54,1152.9,121.0545
1265,11,Soups,9.65,43,414.95,40.2502
1266,10,Canned Meat,18.4,71,1306.4,134.5592
1283,4,Beverages,46,86,3956,379.776
1295,7,Soups,9.65,44,424.6,44.1584
1296,10,Canned Meat,18.4,24,441.6,42.8352
1303,12,Oil,21.35,49,1046.15,102.5227
1304,11,Soups,9.65,71,685.15,65.7744
1305,2,Canned Meat,18.4,10,184,19.136
1325,3,Beverages,46,34,1564,157.964
1336,6,Soups,9.65,46,443.9,45.7217
1337,11,Canned Meat,18.4,100,1840,184
1344,5,Oil,21.35,69,1473.15,153.2076
1345,1,Soups,9.65,37,357.05,33.9198
1346,9,Canned Meat,18.4,64,1177.6,118.9376
1366,10,Beverages,46,57,2622,272.688
1380,6,Beverages,46,16,736,73.6
1392,2,Soups,9.65,98,945.7,96.4614
1393,9,Canned Meat,18.4,86,1582.4,155.0752
1400,1,Oil,21.35,88,1878.8,184.1224
1401,11,Soups,9.65,46,443.9,42.6144
1402,8,Canned Meat,18.4,93,1711.2,167.6976
1422,9,Beverages,46,43,1978,197.8
1427,8,"Jams, Preserves",25,13,325,32.175
1015,2,Beverages,2.99,90,269.1,27.7173
1036,4,Dried Fruit & Nuts,10,47,470,48.88
1045,7,Condiments,22,98,2156,204.82
1057,10,Baked Goods & Mixes,10,46,460,46.46
1075,8,Dried Fruit & Nuts,10,55,550,55
1091,1,Beverages,2.99,88,263.12,26.0489
1104,6,Beverages,2.99,35,104.65,10.2557
1121,10,Baked Goods & Mixes,10,66,660,68.64
1154,12,Baked Goods & Mixes,10,49,490,47.04
1172,10,Dried Fruit & Nuts,10,74,740,71.78
1181,4,Condiments,22,93,2046,200.508
1196,11,Baked Goods & Mixes,10,34,340,34.34
1214,1,Dried Fruit & Nuts,10,80,800,77.6
1224,4,Beverages,2.99,23,68.77,6.6707
1241,6,Baked Goods & Mixes,10,55,550,52.25
1263,7,Baked Goods & Mixes,10,94,940,97.76
1281,9,Dried Fruit & Nuts,10,59,590,59.59
1285,2,Beverages,2.99,32,95.68,9.7594
1302,6,Baked Goods & Mixes,10,90,900,87.3
1320,10,Dried Fruit & Nuts,10,12,120,12.36
1343,2,Baked Goods & Mixes,10,99,990,102.96
1361,4,Dried Fruit & Nuts,10,20,200,20
1382,4,Beverages,2.99,41,122.59,12.872
1399,6,Baked Goods & Mixes,10,100,1000,98
1417,8,Dried Fruit & Nuts,10,97,970,100.88
1426,2,Condiments,22,65,1430,138.71
1015,7,Beverages,2.99,90,269.1,27.7173
1036,10,Dried Fruit & Nuts,10,47,470,48.88
1045,5,Condiments,22,98,2156,204.82
1057,7,Baked Goods & Mixes,10,46,460,46.46
1075,2,Dried Fruit & Nuts,10,55,550,55
1091,10,Beverages,2.99,88,263.12,26.0489
1104,10,Beverages,2.99,35,104.65,10.2557
1121,5,Baked Goods & Mixes,10,66,660,68.64
1154,5,Baked Goods & Mixes,10,49,490,47.04
1172,5,Dried Fruit & Nuts,10,74,740,71.78
1181,9,Condiments,22,93,2046,200.508
1196,3,Baked Goods & Mixes,10,34,340,34.34
1214,12,Dried Fruit & Nuts,10,80,800,77.6
1224,5,Beverages,2.99,23,68.77,6.6707
1241,1,Baked Goods & Mixes,10,55,550,52.25
1263,8,Baked Goods & Mixes,10,94,940,97.76
1281,11,Dried Fruit & Nuts,10,59,590,59.59
1285,6,Beverages,2.99,32,95.68,9.7594
1302,10,Baked Goods & Mixes,10,90,900,87.3
1320,5,Dried Fruit & Nuts,10,12,120,12.36
1343,7,Baked Goods & Mixes,10,99,990,102.96
1361,5,Dried Fruit & Nuts,10,20,200,20
1382,9,Beverages,2.99,41,122.59,12.872
1399,8,Baked Goods & Mixes,10,100,1000,98
1417,4,Dried Fruit & Nuts,10,97,970,100.88
1426,2,Condiments,22,65,1430,138.71
1027,6,Pasta,19.5,57,1111.5,110.0385
1028,10,Dairy Products,34.8,81,2818.8,295.974
1042,5,Soups,9.65,27,260.55,24.7523
1052,9,Pasta,19.5,55,1072.5,108.3225
1053,4,Dairy Products,34.8,11,382.8,36.7488
1116,3,Pasta,19.5,82,1599,153.504
1117,1,Dairy Products,34.8,37,1287.6,132.6228
1149,5,Pasta,19.5,27,526.5,51.0705
1150,11,Dairy Products,34.8,88,3062.4,303.1776
1178,10,Soups,9.65,76,733.4,72.6066
1191,5,Pasta,19.5,61,1189.5,123.708
1192,4,Dairy Products,34.8,27,939.6,95.8392
1220,10,Soups,9.65,90,868.5,83.376
1236,12,Pasta,19.5,66,1287,132.561
1237,5,Dairy Products,34.8,32,1113.6,111.36
1258,5,Pasta,19.5,48,936,94.536
1259,9,Dairy Products,34.8,57,1983.6,194.3928
1297,2,Pasta,19.5,64,1248,119.808
1298,2,Dairy Products,34.8,70,2436,246.036
1326,7,Soups,9.65,89,858.85,86.7439
1338,1,Pasta,19.5,87,1696.5,174.7395
1339,2,Dairy Products,34.8,58,2018.4,205.8768
1367,12,Soups,9.65,14,135.1,12.9696
1394,8,Pasta,19.5,20,390,40.95
1395,9,Dairy Products,34.8,69,2401.2,240.12
1423,7,Soups,9.65,18,173.7,16.5015
